year,player,team,cap_numer,cash_spent
2009,Alex Smith,49ers,"$5,666,666 ","$4,000,000 "
2009,Joe Flacco,Ravens,"$4,875,000 ","$8,595,000 "
2009,Vince Young,Titans,"$4,620,004 ","$2,160,000 "
2009,Tony Romo,Cowboys,"$4,582,499 ","$620,000 "
2009,Jason Campbell,Commanders,"$3,888,000 ","$2,857,500 "
2009,Matt Stafford,Lions,"$3,100,000 ","$3,100,000 "
2009,Matt Leinart,Cardinals,"$2,625,000 ","$1,110,000 "
2009,Mark Sanchez,Jets,"$2,545,000 ","$2,545,000 "
2009,Luke McCown,Jaguars,"$2,500,000 ","$2,500,000 "
2009,Michael Vick,Eagles,"$2,375,000 ","$3,125,000 "
2009,Ryan Fitzpatrick,Bills,"$2,210,000 ","$2,990,000 "
2009,David Carr,Giants,"$2,100,000 ","$2,100,000 "
2009,Shaun Hill,49ers,"$2,100,000 ","$1,450,000 "
2009,Kyle Orton,Broncos,"$1,845,000 ","$1,845,000 "
2009,Mark Brunell,Saints,"$1,805,000 ","$1,395,000 "
2009,Mark Brunell,Saints,"$1,805,000 ","$1,395,000 "
2009,Josh McCown,Panthers,"$1,750,000 ","$1,750,000 "
2009,Josh Freeman,Buccaneers,"$1,380,000 ","$1,380,000 "
2009,Kevin Kolb,Eagles,"$950,625 ","$460,000 "
2009,Drew Stanton,Lions,"$940,000 ","$525,000 "
2009,Chad Henne,Dolphins,"$901,500 ","$685,000 "
2009,Charlie Whitehurst,Chargers,"$712,000 ","$535,000 "
2009,Matt Moore,Panthers,"$460,000 ","$460,000 "
2009,Josh Johnson,Buccaneers,"$416,375 ","$385,000 "
2009,Matt Flynn,Packers,"$401,044 ","$385,000 "
2009,Brian Hoyer,Patriots,"$314,166 ","$322,500 "
2009,Chase Daniel,Saints,"$18,235 ","$18,235 "
2008,Peyton Manning,Colts,"$18,700,000 ","$11,500,000 "
2008,Tom Brady,Patriots,"$14,620,000 ","$8,000,000 "
2008,Carson Palmer,Bengals,"$13,980,001 ","$7,750,000 "
2008,Aaron Rodgers,Packers,"$13,952,500 ","$12,900,000 "
2008,Eli Manning,Giants,"$12,916,666 ","$9,950,000 "
2008,Brett Favre,Jets,"$12,000,000 ","$12,000,000 "
2008,Matt Hasselbeck,Seahawks,"$9,950,000 ","$6,750,000 "
2008,Alex Smith,49ers,"$9,916,262 ","$10,300,000 "
2008,Donovan McNabb,Eagles,"$9,353,911 ","$6,300,000 "
2008,Drew Brees,Saints,"$9,000,000 ","$5,000,000 "
2008,Ben Roethlisberger,Steelers,"$7,970,000 ","$27,700,000 "
2008,Philip Rivers,Chargers,"$7,625,000 ","$6,100,000 "
2008,Michael Vick,Falcons,"$7,572,858 ",$0 
2008,Matt Ryan,Falcons,"$6,600,000 ","$6,600,000 "
2008,Kurt Warner,Cardinals,"$6,000,000 ","$5,000,000 "
2008,Matt Schaub,Texans,"$5,750,000 ","$5,000,000 "
2008,JaMarcus Russell,Raiders,"$4,848,625 ","$20,275,000 "
2008,Tony Romo,Cowboys,"$4,567,499 ","$12,880,000 "
2008,Chad Pennington,Dolphins,"$4,000,000 ","$5,750,000 "
2008,Vince Young,Titans,"$3,960,004 ","$1,500,000 "
2008,Derek Anderson,Browns,"$3,333,333 ","$8,000,000 "
2008,Jay Cutler,Broncos,"$2,325,000 ","$1,172,500 "
2008,Jason Campbell,Commanders,"$2,265,500 ","$1,235,000 "
2008,Matt Leinart,Cardinals,"$2,250,000 ","$735,000 "
2008,Kyle Orton,Bears,"$2,214,500 ","$2,800,000 "
2008,Josh McCown,Panthers,"$1,950,000 ","$1,950,000 "
2008,Mark Brunell,Saints,"$1,795,000 ","$2,045,000 "
2008,Mark Brunell,Saints,"$1,795,000 ","$2,045,000 "
2008,Shaun Hill,49ers,"$1,700,000 ","$3,500,000 "
2008,Joe Flacco,Ravens,"$1,300,000 ","$1,300,000 "
2008,David Carr,Giants,"$1,000,000 ","$1,000,000 "
2008,Ryan Fitzpatrick,Bengals,"$927,000 ","$927,000 "
2008,Kevin Kolb,Eagles,"$860,625 ","$1,616,875 "
2008,Drew Stanton,Lions,"$785,000 ","$1,615,000 "
2008,Charlie Whitehurst,Chargers,"$622,000 ","$445,000 "
2008,Luke McCown,Buccaneers,"$605,000 ","$605,000 "
2008,Matt Cassel,Patriots,"$533,500 ","$520,000 "
2008,Chad Henne,Dolphins,"$511,500 ","$1,161,000 "
2008,Josh Johnson,Buccaneers,"$457,042 ","$467,500 "
2008,Matt Moore,Panthers,"$370,000 ","$370,000 "
2008,Matt Flynn,Packers,"$311,043 ","$359,175 "
2007,Carson Palmer,Bengals,"$13,480,000 ","$7,250,000 "
2007,Brett Favre,Packers,"$11,800,000 ","$11,000,000 "
2007,Philip Rivers,Chargers,"$10,775,000 ","$10,375,000 "
2007,Eli Manning,Giants,"$10,046,666 ","$15,950,000 "
2007,Matt Hasselbeck,Seahawks,"$9,200,000 ","$6,000,000 "
2007,Tony Romo,Cowboys,"$8,916,666 ","$17,500,000 "
2007,Donovan McNabb,Eagles,"$8,553,911 ","$5,500,000 "
2007,Peyton Manning,Colts,"$8,200,000 ","$11,000,000 "
2007,Matt Leinart,Cardinals,"$8,110,000 ","$14,170,000 "
2007,Michael Vick,Falcons,"$7,572,857 ",$0 
2007,Tom Brady,Patriots,"$7,340,000 ","$6,000,000 "
2007,Drew Brees,Saints,"$7,000,000 ","$15,000,000 "
2007,Chad Pennington,Jets,"$7,000,000 ","$4,000,000 "
2007,Steve McNair,Ravens,"$5,450,000 ","$4,000,000 "
2007,Kurt Warner,Cardinals,"$5,000,000 ","$4,000,000 "
2007,Matt Schaub,Texans,"$4,250,000 ","$8,000,000 "
2007,Alex Smith,49ers,"$3,535,000 ","$1,675,000 "
2007,Vince Young,Titans,"$3,300,004 ","$13,140,010 "
2007,Mark Brunell,Commanders,"$3,228,571 ","$2,000,000 "
2007,Ben Roethlisberger,Steelers,"$3,127,000 ","$2,140,500 "
2007,JaMarcus Russell,Raiders,"$2,976,320 ","$2,976,320 "
2007,David Carr,Panthers,"$2,600,000 ","$4,100,000 "
2007,Josh McCown,Raiders,"$2,000,000 ","$2,000,000 "
2007,Jay Cutler,Broncos,"$1,937,500 ","$11,247,500 "
2007,Jason Campbell,Commanders,"$1,603,000 ","$572,500 "
2007,Aaron Rodgers,Packers,"$1,557,500 ","$505,000 "
2007,Kevin Kolb,Eagles,"$713,500 ","$938,500 "
2007,Drew Stanton,Lions,"$628,000 ","$628,000 "
2007,Shaun Hill,49ers,"$595,000 ","$595,000 "
2007,Kyle Orton,Bears,"$549,500 ","$435,000 "
2007,Charlie Whitehurst,Chargers,"$537,000 ","$360,000 "
2007,Luke McCown,Buccaneers,"$510,000 ","$510,000 "
2007,Matt Cassel,Patriots,"$448,500 ","$435,000 "
2007,Derek Anderson,Browns,"$435,000 ","$435,000 "
2007,Ryan Fitzpatrick,Bengals,"$435,000 ","$435,000 "
2007,Matt Moore,Panthers,"$285,000 ","$285,000 "
2006,Tom Brady,Patriots,"$13,823,750 ","$16,000,000 "
2006,Michael Vick,Falcons,"$13,072,857 ","$8,400,000 "
2006,Carson Palmer,Bengals,"$12,980,000 ","$15,750,000 "
2006,Brett Favre,Packers,"$12,633,335 ","$10,000,000 "
2006,Chad Pennington,Jets,"$12,000,000 ","$9,040,000 "
2006,Peyton Manning,Colts,"$10,566,668 ","$10,000,000 "
2006,Donovan McNabb,Eagles,"$8,553,911 ","$5,500,000 "
2006,David Carr,Texans,"$8,250,000 ","$6,250,000 "
2006,Eli Manning,Giants,"$7,388,074 ","$1,641,000 "
2006,Jake Plummer,Broncos,"$7,354,800 ","$6,502,800 "
2006,Matt Hasselbeck,Seahawks,"$6,450,000 ","$3,250,000 "
2006,Drew Brees,Saints,"$6,000,000 ","$10,000,000 "
2006,Mark Brunell,Commanders,"$5,228,571 ","$4,000,000 "
2006,Philip Rivers,Chargers,"$5,165,000 ","$3,240,000 "
2006,Kurt Warner,Cardinals,"$5,000,000 ","$7,000,000 "
2006,Drew Bledsoe,Cowboys,"$4,666,666 ","$4,000,000 "
2006,Ben Roethlisberger,Steelers,"$4,545,750 ","$2,582,000 "
2006,Steve McNair,Ravens,"$3,200,000 ","$12,000,000 "
2006,Josh McCown,Lions,"$3,000,000 ","$4,000,000 "
2006,Alex Smith,49ers,"$2,910,000 ","$9,350,000 "
2006,Vince Young,Titans,"$2,640,004 ","$2,640,010 "
2006,Tony Romo,Cowboys,"$2,330,000 ","$3,180,000 "
2006,Jay Cutler,Broncos,"$1,550,000 ","$1,550,000 "
2006,Matt Leinart,Cardinals,"$1,500,000 ","$1,500,000 "
2006,Aaron Rodgers,Packers,"$1,402,500 ","$3,360,000 "
2006,Jason Campbell,Commanders,"$1,380,500 ","$4,360,000 "
2006,Shaun Hill,49ers,"$585,000 ","$585,000 "
2006,Matt Schaub,Falcons,"$573,334 ","$425,000 "
2006,Kyle Orton,Bears,"$464,500 ","$350,000 "
2006,Charlie Whitehurst,Chargers,"$452,000 ","$983,000 "
2006,Luke McCown,Buccaneers,"$425,000 ","$425,000 "
2006,Matt Cassel,Patriots,"$363,500 ","$350,000 "
2006,Ryan Fitzpatrick,Rams,"$359,416 ","$350,000 "
2006,Derek Anderson,Browns,"$340,883 ","$340,883 "
2005,Brett Favre,Packers,"$10,133,333 ","$9,500,000 "
2005,David Carr,Texans,"$9,804,166 ","$13,500,000 "
2005,Carson Palmer,Bengals,"$8,982,758 ","$18,750,000 "
2005,Peyton Manning,Colts,"$8,431,666 ","$665,000 "
2005,Tom Brady,Patriots,"$8,423,750 ","$16,000,000 "
2005,Drew Brees,Chargers,"$8,078,000 ","$8,078,000 "
2005,Michael Vick,Falcons,"$7,992,857 ","$23,100,000 "
2005,Donovan McNabb,Eagles,"$7,861,055 ","$4,000,000 "
2005,Steve McNair,Titans,"$7,142,419 ","$7,500,000 "
2005,Matt Hasselbeck,Seahawks,"$6,200,000 ","$19,000,000 "
2005,Chad Pennington,Jets,"$6,000,000 ","$3,000,000 "
2005,Philip Rivers,Chargers,"$4,855,000 ","$6,930,000 "
2005,Eli Manning,Giants,"$4,527,926 ","$9,305,000 "
2005,Ben Roethlisberger,Steelers,"$4,220,250 ","$9,494,000 "
2005,Kurt Warner,Cardinals,"$4,000,000 ","$4,000,000 "
2005,Mark Brunell,Commanders,"$3,353,571 ","$2,125,000 "
2005,Jake Plummer,Broncos,"$3,220,475 ","$7,628,475 "
2005,Alex Smith,49ers,"$2,700,000 ","$3,500,000 "
2005,Drew Bledsoe,Cowboys,"$2,666,666 ","$4,000,000 "
2005,Josh McCown,Cardinals,"$1,430,000 ","$1,430,000 "
2005,Aaron Rodgers,Packers,"$1,150,000 ","$2,350,000 "
2005,Jason Campbell,Commanders,"$1,078,000 ","$1,190,000 "
2005,Shaun Hill,Vikings,"$656,000 ","$656,000 "
2005,Tony Romo,Cowboys,"$550,000 ","$700,000 "
2005,Matt Schaub,Falcons,"$453,333 ","$305,000 "
2005,Kyle Orton,Bears,"$344,500 ","$688,000 "
2005,Luke McCown,Buccaneers,"$305,000 ","$305,000 "
2005,Matt Cassel,Patriots,"$243,500 ","$284,000 "
2005,Ryan Fitzpatrick,Rams,"$239,416 ","$258,250 "
2005,Derek Anderson,Browns,"$202,941 ","$202,941 "
2004,Brett Favre,Packers,"$9,533,333 ","$8,500,000 "
2004,Peyton Manning,Colts,"$8,301,666 ","$35,035,000 "
2004,Michael Vick,Falcons,"$7,892,857 ","$12,500,000 "
2004,Donovan McNabb,Eagles,"$7,861,055 ","$11,000,000 "
2004,Steve McNair,Titans,"$5,690,417 ","$6,750,010 "
2004,Carson Palmer,Bengals,"$5,477,242 ","$3,420,000 "
2004,Chad Pennington,Jets,"$5,069,431 ","$19,000,000 "
2004,Tom Brady,Patriots,"$5,058,750 ","$5,500,000 "
2004,David Carr,Texans,"$4,948,773 ","$660,000 "
2004,Drew Bledsoe,Bills,"$4,416,666 ","$8,750,000 "
2004,Philip Rivers,Chargers,"$2,580,000 ","$8,955,000 "
2004,Drew Brees,Chargers,"$2,367,500 ","$2,060,000 "
2004,Eli Manning,Giants,"$2,244,000 ","$4,744,000 "
2004,Kurt Warner,Giants,"$2,000,000 ","$3,000,000 "
2004,Mark Brunell,Commanders,"$1,988,571 ","$9,360,000 "
2004,Jake Plummer,Broncos,"$1,664,150 ","$664,150 "
2004,Ben Roethlisberger,Steelers,"$1,502,000 ","$2,002,000 "
2004,Josh McCown,Cardinals,"$541,000 ","$380,000 "
2004,Shaun Hill,Vikings,"$385,000 ","$380,000 "
2004,Matt Schaub,Falcons,"$378,333 ","$675,000 "
2004,Luke McCown,Browns,"$340,000 ","$780,000 "
2004,Tony Romo,Cowboys,"$310,000 ","$305,000 "
2003,Peyton Manning,Colts,"$15,357,335 ","$11,324,000 "
2003,Brett Favre,Packers,"$9,158,333 ","$5,900,000 "
2003,Kurt Warner,Rams,"$8,761,857 ","$11,400,000 "
2003,Mark Brunell,Jaguars,"$8,750,000 ","$6,750,000 "
2003,Tim Couch,Browns,"$7,863,800 ","$6,200,000 "
2003,Donovan McNabb,Eagles,"$7,824,390 ","$4,000,000 "
2003,Chad Pennington,Jets,"$6,898,467 ","$5,250,000 "
2003,David Carr,Texans,"$6,397,061 ","$3,630,000 "
2003,Drew Bledsoe,Bills,"$5,500,000 ","$5,500,000 "
2003,Matt Hasselbeck,Seahawks,"$5,500,000 ","$5,500,000 "
2003,Michael Vick,Falcons,"$5,142,857 ","$3,400,000 "
2003,Steve McNair,Titans,"$4,670,416 ","$5,250,000 "
2003,Tom Brady,Patriots,"$3,318,750 ","$9,125,000 "
2003,Carson Palmer,Bengals,"$2,500,000 ","$11,080,000 "
2003,Drew Brees,Chargers,"$2,287,500 ","$1,980,000 "
2003,Jake Plummer,Broncos,"$1,534,800 ","$7,534,800 "
2003,Josh McCown,Cardinals,"$461,000 ","$300,000 "
2003,Shaun Hill,Vikings,"$305,000 ","$300,000 "
2003,Tony Romo,Cowboys,"$230,000 ","$235,000 "
2003,Rob Johnson,Raiders,"$211,765 ","$211,765 "
